N,P,K,temperature,humidity,ph,rainfall,label
29.75,29.31,24.25,17.17,41.28,6.99,49.52,Linseed
87.3,43.07,58.06,18.7,75.68,6.69,55.78,Cauliflower
109.34,44.23,62.02,25.99,84.2,4.85,226.01,Tea
43.07,39.17,23.32,29.91,52.31,5.82,77.2,Green Gram
93.42,85.92,51.08,18.09,70.3,6.4,80.12,Tomato
33.07,30.26,23.61,32.44,49.17,7.68,75.88,Sesame
48.06,27.05,30.53,33.82,51.78,6.24,53.39,Green Gram
40.01,29.99,32.52,24.98,45.86,7.47,47.38,Safflower
83.69,60.0,67.68,25.24,67.34,7.11,93.17,Brinjal
74.0,30.81,61.26,26.59,88.54,5.29,194.53,Coffee
34.75,25.21,23.28,21.28,54.37,6.97,50.04,Horse Gram
101.54,51.56,98.92,24.58,62.82,7.31,63.35,Grapes
42.2,29.81,20.45,19.09,46.86,6.48,62.77,Linseed
114.91,72.93,73.56,26.65,80.9,5.62,259.47,Rubber
59.25,21.92,27.08,26.17,55.23,7.4,91.34,Sunflower
115.7,66.72,135.14,25.77,82.56,6.62,236.21,Banana
48.23,28.69,64.68,20.0,61.07,6.14,69.98,Beetroot
95.6,42.81,58.45,30.75,60.97,6.56,60.31,Chilli
36.21,22.31,24.13,22.46,53.48,7.07,60.48,Safflower
101.63,55.0,45.49,25.24,87.47,5.88,277.97,Rice
77.56,48.69,82.78,29.94,49.63,6.64,78.7,Pomegranate
78.92,56.12,79.06,27.33,62.19,5.4,60.47,Pomegranate
49.46,24.94,65.97,32.11,67.81,6.28,96.41,Cashew
99.98,55.11,68.34,22.62,65.29,6.64,170.66,Orange
100.77,41.86,58.16,33.36,85.72,6.64,257.38,Rubber
104.46,67.23,111.77,27.77,70.8,6.77,140.71,Mango
93.56,69.93,57.21,25.14,56.72,7.04,89.69,Chilli
70.42,50.71,26.76,24.0,57.61,6.29,72.39,Maize
58.68,38.95,32.07,26.68,53.97,6.26,116.61,Finger Millet
82.91,46.48,118.63,32.58,80.68,7.53,169.54,Coconut
33.58,30.58,39.61,21.42,52.09,6.74,50.26,Lentil
90.42,43.95,113.79,28.69,65.22,6.3,108.63,Grapes
40.44,27.68,33.43,21.61,45.99,6.93,107.31,Red Gram
90.24,57.79,58.1,28.85,75.34,6.19,106.99,Litchi
83.53,43.24,80.42,28.48,79.57,5.42,272.1,Pineapple
54.78,26.38,28.05,32.9,45.16,6.55,94.16,Green Gram
62.18,23.84,52.4,25.16,68.13,6.52,94.32,Pumpkin
58.48,18.42,42.69,21.42,68.84,6.75,116.91,Finger Millet
38.66,33.79,26.49,29.65,43.4,7.0,77.61,Field Bean
98.73,76.56,69.06,37.85,56.33,6.59,78.12,Chilli
75.15,42.71,58.6,21.22,59.78,6.43,57.22,Garlic
41.8,26.88,20.38,26.7,60.54,6.43,90.12,Kodo Millet
109.97,57.01,43.26,19.76,66.63,6.34,74.98,Cabbage
44.25,23.44,32.18,21.89,46.49,7.07,72.45,Chickpea
29.86,34.52,33.15,20.32,42.34,6.5,54.43,Peas
107.48,51.99,43.27,30.11,80.88,5.25,211.86,Tea
44.36,29.07,30.59,23.81,50.7,6.33,42.1,Safflower
57.52,31.01,32.36,34.69,64.72,5.98,62.3,Castor
90.14,43.91,78.47,24.87,80.38,5.0,247.95,Pineapple
67.1,50.95,73.33,22.07,92.09,5.4,231.51,Pineapple
46.38,26.76,27.77,29.13,48.47,6.85,68.73,Sesame
57.68,26.2,38.51,18.59,49.76,6.49,51.2,Mustard
74.2,43.12,28.34,12.39,53.22,6.57,81.32,Wheat
36.1,27.16,38.36,24.89,47.36,6.76,105.62,Niger Seed
75.58,51.36,39.2,26.32,63.09,6.89,109.92,Maize
33.27,31.46,26.66,21.26,50.26,6.75,54.16,Radish
85.41,35.19,34.89,29.13,55.07,6.71,124.44,Maize
90.38,31.39,54.56,18.53,57.08,6.48,39.96,Garlic
64.03,35.04,30.76,16.93,43.41,6.34,38.89,Barley
71.83,57.01,44.15,31.35,68.92,7.03,100.44,Maize
54.27,31.82,28.33,24.73,57.42,7.1,82.77,Finger Millet
110.39,54.42,98.14,26.17,65.31,5.7,124.85,Mango
61.63,30.76,42.0,22.03,72.71,6.38,50.68,Beetroot
81.0,59.01,67.18,33.26,60.44,6.32,81.58,Chilli
80.01,29.42,25.77,25.27,50.3,7.2,55.46,Castor
30.44,27.25,31.99,19.34,47.68,6.98,41.05,Lentil
33.48,33.1,30.39,29.39,64.37,6.06,68.27,Cowpea
107.03,62.22,82.97,32.32,71.17,6.76,118.48,Papaya
71.52,41.17,90.09,22.5,61.6,6.34,96.19,Guava
71.03,32.31,35.54,33.48,21.88,6.6,47.98,Pearl Millet
95.92,56.33,61.29,23.66,95.42,5.32,246.92,Tea
54.52,35.3,25.76,28.64,46.85,6.82,75.51,Sorghum
86.87,36.75,81.99,28.57,84.33,6.03,210.89,Litchi
70.54,30.82,22.43,31.85,58.41,7.05,66.58,Sorghum
97.58,53.88,71.68,29.67,61.54,7.15,113.22,Guava
65.45,41.99,35.37,28.69,51.38,7.05,65.92,Sorghum
92.26,39.38,96.98,20.2,52.13,6.29,92.09,Apple
78.58,38.88,31.02,17.23,46.63,6.68,52.34,Barley
80.29,27.93,29.48,31.03,41.28,6.65,66.15,Pearl Millet
42.51,13.72,34.48,30.35,44.98,7.05,70.59,Chickpea
94.89,52.78,67.48,18.62,69.82,6.67,70.54,Cauliflower
36.12,19.7,27.28,29.11,44.35,5.54,41.73,Horse Gram
40.65,32.54,24.91,15.51,54.47,6.75,66.5,Linseed
82.43,65.76,54.43,25.54,77.39,6.82,65.44,Brinjal
94.53,34.71,88.61,24.86,76.05,6.62,183.81,Orange
31.39,30.6,30.56,24.34,54.16,6.48,65.77,Horse Gram
38.03,32.82,29.43,23.79,40.95,6.73,86.1,Foxtail Millet
110.83,52.3,65.44,26.41,87.73,4.81,296.88,Rubber
20.55,26.11,30.1,21.29,63.35,6.76,51.39,Peas
52.52,23.91,36.79,28.84,48.06,7.14,79.5,Groundnut
75.8,38.72,51.95,21.55,67.94,6.92,69.41,Cabbage
38.78,30.18,27.49,15.22,47.37,7.12,75.54,Peas
36.1,27.62,33.04,19.83,47.56,5.86,53.07,Lentil
28.17,34.91,36.93,17.59,46.56,6.66,68.13,Lentil
65.5,42.0,28.24,15.31,66.3,7.07,70.94,Barley
37.35,35.47,34.69,19.61,49.05,7.27,63.81,Linseed
86.37,57.83,63.53,21.25,69.71,6.13,91.06,Cabbage
90.29,49.72,103.07,33.1,67.78,6.88,104.32,Mango
92.69,61.91,54.59,23.79,67.65,6.47,78.94,Brinjal
65.26,28.78,90.8,21.59,59.94,6.53,64.52,Beetroot
75.79,35.61,73.69,25.69,68.32,6.09,85.6,Brinjal
48.72,26.28,33.07,19.2,48.4,7.76,59.07,Chickpea
83.79,42.85,44.92,31.26,62.45,6.15,128.22,Brinjal
137.44,48.45,135.33,24.44,81.2,6.55,159.48,Banana
44.09,30.24,39.07,25.97,33.43,6.01,60.05,Little Millet
23.17,32.34,28.89,22.59,43.87,6.84,41.02,Chickpea
50.24,33.9,31.92,20.55,66.16,6.95,52.87,Radish
82.12,40.9,35.26,25.6,66.27,6.93,82.87,Maize
62.67,25.04,25.72,27.55,63.29,5.97,50.06,Kodo Millet
52.53,30.27,33.76,24.35,50.49,6.29,72.47,Safflower
79.69,48.29,96.26,22.43,85.45,5.93,171.38,Pineapple
95.31,47.5,103.18,22.96,67.32,6.4,136.75,Papaya
93.3,56.32,47.58,15.63,83.56,4.86,278.92,Tea
63.53,27.17,73.9,26.63,64.71,6.63,35.84,Bottle Gourd
101.53,54.94,87.56,23.54,79.17,5.59,251.23,Arecanut
75.28,37.02,80.38,27.63,72.47,6.61,116.99,Pumpkin
36.91,34.84,26.92,27.77,54.4,6.11,92.49,Sesame
47.92,40.24,38.3,27.12,51.93,6.55,41.7,Pearl Millet
56.96,30.83,36.75,29.9,53.23,6.67,74.34,Castor
57.94,35.43,37.49,34.54,32.19,7.93,83.17,Sorghum
97.87,62.31,106.92,33.27,60.33,7.52,204.34,Mango
116.64,72.84,79.69,30.7,84.53,6.43,322.69,Rubber
49.12,34.81,33.35,25.59,54.07,7.11,109.65,Foxtail Millet
56.45,29.15,29.51,27.14,68.03,6.21,105.14,Finger Millet
83.84,40.08,33.85,14.33,55.94,6.8,54.48,Wheat
29.76,21.32,32.19,31.22,54.31,6.88,75.18,Horse Gram
105.41,56.05,62.39,18.48,60.55,6.95,67.11,Cabbage
36.86,29.59,30.55,21.12,53.89,6.34,45.47,Lentil
57.64,27.86,34.65,18.89,52.26,6.68,53.24,Linseed
80.43,39.73,73.83,27.22,79.97,5.86,290.55,Pineapple
41.88,29.18,26.92,28.57,59.59,6.18,80.13,Sunflower
57.16,25.8,61.87,27.65,74.04,7.62,76.89,Bottle Gourd
55.01,29.76,30.94,26.83,65.03,6.76,147.64,Finger Millet
87.96,50.84,70.33,19.1,65.29,6.64,54.16,Cauliflower
60.35,24.37,55.04,21.3,63.93,7.07,67.45,Carrot
40.38,28.84,32.85,27.88,41.82,7.63,62.62,Safflower
40.93,25.9,28.44,23.48,58.52,5.7,153.11,Finger Millet
96.37,41.99,56.26,29.25,69.91,6.33,207.87,Rice
38.21,26.38,31.28,30.76,42.25,6.85,54.87,Sesame
26.75,27.99,30.62,35.93,57.78,7.25,41.57,Sesame
92.36,51.51,28.0,28.28,64.2,6.52,104.81,Maize
79.66,31.82,54.3,25.36,73.04,6.62,61.65,Okra
99.21,56.34,110.33,27.72,68.5,6.44,137.98,Papaya
39.05,31.44,22.27,30.79,52.29,6.56,66.08,Cowpea
108.18,49.18,101.65,24.83,62.81,6.66,68.2,Grapes
31.09,43.34,23.53,21.19,56.23,5.95,84.45,Niger Seed
52.21,30.27,29.85,28.93,58.29,6.71,67.07,Groundnut
37.84,32.93,28.45,23.86,48.16,7.07,43.07,Chickpea
82.87,39.42,60.96,27.45,50.89,6.96,76.96,Pomegranate
96.93,54.08,109.84,29.53,77.02,7.43,247.18,Coconut
103.81,50.72,55.66,17.75,73.54,6.73,68.02,Cauliflower
54.33,27.08,31.04,25.16,63.51,6.21,112.62,Finger Millet
54.88,34.8,16.74,31.79,32.25,7.54,53.51,Pearl Millet
136.1,59.43,109.96,26.48,81.06,6.98,211.31,Banana
97.58,48.7,99.51,25.41,72.79,6.58,311.6,Coconut
50.78,26.15,27.56,28.35,65.99,6.44,86.1,Kodo Millet
91.9,47.45,83.54,30.94,54.71,5.74,111.97,Guava
100.26,48.68,86.79,32.2,75.12,6.11,143.97,Arecanut
61.15,33.86,28.65,25.46,63.45,7.07,101.97,Soybean
106.77,65.2,97.31,30.72,73.02,6.07,157.16,Papaya
42.32,26.97,22.79,27.74,52.74,7.18,102.48,Little Millet
81.44,59.12,59.23,24.25,70.03,6.53,74.93,Tomato
104.61,39.57,96.7,25.99,70.02,5.71,171.85,Mango
51.81,18.99,57.67,28.61,70.15,7.73,69.24,Pumpkin
41.49,27.08,43.38,29.55,67.01,7.34,80.07,Foxtail Millet
114.52,70.77,89.38,30.0,72.88,7.03,139.56,Orange
128.15,51.39,65.45,24.31,79.09,4.74,201.96,Tea
32.13,23.75,26.79,20.07,45.13,7.7,56.1,Chickpea
54.76,22.93,65.71,31.12,68.68,7.97,94.68,Bottle Gourd
57.48,31.34,50.26,29.42,72.01,6.44,76.06,Pumpkin
98.42,44.71,47.16,23.72,80.93,4.71,252.37,Tea
36.01,20.5,57.87,33.41,69.56,6.36,88.41,Pumpkin
65.41,41.39,58.55,26.03,69.02,6.29,64.14,Cucumber
48.87,25.39,26.14,33.06,44.3,7.07,106.82,Red Gram
92.35,43.88,90.77,24.49,82.89,5.64,205.23,Arecanut
108.36,51.23,63.92,26.04,89.47,4.72,270.16,Tea
76.84,63.31,41.19,26.71,59.67,7.13,60.17,Okra
66.28,24.75,49.15,26.91,69.69,6.16,179.53,Cashew
74.89,56.7,39.91,25.12,66.33,7.41,87.7,Chilli
54.42,29.71,38.22,30.11,73.55,7.09,80.28,Black Gram
51.49,29.33,48.47,23.37,67.45,7.11,113.04,Pumpkin
54.6,37.25,75.41,30.21,66.25,6.59,74.2,Pumpkin
40.29,27.23,27.3,25.23,53.24,6.16,84.58,Foxtail Millet
69.51,45.08,32.15,28.87,68.74,7.32,74.46,Okra
48.53,45.79,34.53,24.76,43.42,6.9,79.82,Little Millet
57.13,32.25,29.03,30.62,57.88,7.21,60.9,Groundnut
48.18,35.29,27.48,31.89,30.83,6.97,55.62,Sorghum
57.11,30.87,66.35,25.78,78.38,7.57,77.33,Bottle Gourd
67.88,39.95,49.29,28.04,72.56,6.45,90.94,Cucumber
40.12,39.62,46.87,20.25,55.82,6.53,50.95,Carrot
137.44,62.92,109.02,27.42,72.48,6.55,110.02,Banana
118.11,67.64,64.37,26.23,75.76,5.35,172.11,Orange
47.97,39.66,26.11,25.21,68.12,6.94,103.25,Soybean
93.63,56.63,64.05,21.23,71.04,6.33,84.56,Cabbage
38.09,27.17,24.4,19.02,42.99,6.53,79.53,Rajma
38.34,23.61,37.84,21.95,61.12,7.06,47.34,Peas
44.47,26.49,30.12,22.63,51.21,6.69,52.27,Linseed
43.37,29.76,24.44,33.05,61.55,6.62,64.53,Groundnut
67.39,29.18,41.63,29.41,74.65,6.9,48.82,Bottle Gourd
122.94,41.94,58.7,22.94,59.05,6.25,82.63,Chilli
62.41,30.98,29.86,27.18,38.54,6.51,79.74,Sunflower
45.1,27.97,79.39,24.64,61.64,6.68,76.81,Beetroot
92.65,53.72,67.75,30.03,82.37,5.61,270.06,Rubber
95.16,60.99,85.38,26.72,57.65,6.81,85.17,Grapes
99.86,48.86,117.61,19.85,61.57,6.71,182.01,Orange
69.25,17.63,62.97,28.55,70.39,6.49,91.65,Pumpkin
71.39,31.8,70.75,17.79,65.29,6.46,79.22,Beetroot
56.19,21.95,34.7,27.44,57.23,5.91,106.27,Finger Millet
64.94,33.46,56.16,30.33,70.5,6.67,69.72,Bottle Gourd
90.49,66.82,110.53,21.43,69.73,6.08,47.74,Potato
101.15,70.81,98.14,29.0,63.77,6.99,181.13,Mango
70.13,32.35,34.03,24.91,62.0,6.65,82.96,Castor
94.05,44.65,39.15,22.03,54.55,6.82,84.62,Wheat
84.18,37.08,56.37,27.86,59.03,6.61,92.55,Chilli
25.72,21.39,24.06,31.06,58.68,7.46,56.93,Groundnut
109.37,44.99,116.43,27.51,55.05,6.74,80.11,Grapes
91.7,62.18,81.18,27.7,81.51,4.99,295.9,Rubber
109.5,50.28,70.6,24.01,92.09,5.46,291.72,Tea
114.36,58.78,86.59,25.0,62.59,5.37,152.66,Orange
70.67,49.55,80.46,23.64,53.64,6.52,50.71,Onion
66.03,24.97,68.51,34.65,65.11,6.78,66.25,Pumpkin
33.1,24.6,31.14,25.84,60.56,5.95,62.25,Cowpea
44.35,26.08,28.84,30.88,54.02,6.81,71.53,Kodo Millet
42.29,33.22,22.07,25.64,58.01,6.65,108.66,Soybean
34.26,25.34,34.84,20.65,57.8,6.21,101.43,Rajma
96.57,42.25,75.38,34.18,90.13,5.78,329.03,Rubber
37.13,32.91,27.51,24.92,69.29,7.14,91.5,Soybean
39.03,26.27,30.53,27.69,62.97,6.46,77.82,Horse Gram
64.58,29.46,30.5,24.38,56.11,6.71,88.71,Castor
108.01,54.41,87.45,29.3,79.9,6.05,256.37,Arecanut
53.08,38.67,30.58,20.68,51.73,6.45,62.89,Linseed
58.9,32.88,66.95,21.15,59.3,6.35,52.53,Carrot
53.49,27.73,28.92,24.03,68.68,7.42,92.57,Soybean
72.21,43.84,64.25,20.64,64.63,6.64,56.83,Onion
89.19,37.22,47.8,30.23,63.22,6.11,67.35,Cucumber
59.26,40.8,40.86,25.42,52.72,5.63,86.9,Little Millet
44.07,37.55,34.52,30.97,42.79,7.59,138.49,Red Gram
98.34,46.69,96.26,27.0,58.52,6.4,88.1,Grapes
59.59,35.91,54.26,31.41,79.34,6.7,87.14,Okra
58.49,41.18,34.35,23.83,63.6,7.15,114.34,Soybean
21.85,31.01,29.54,22.29,64.0,6.58,92.16,Niger Seed
58.93,31.08,23.47,22.71,47.47,6.99,60.5,Safflower
106.65,48.74,95.18,32.77,47.15,6.44,60.56,Grapes
51.28,28.35,25.12,19.95,58.18,7.1,74.21,Radish
79.52,58.01,51.27,24.76,57.35,6.55,56.06,Onion
53.44,25.45,25.72,29.43,49.43,7.49,86.84,Safflower
46.64,27.24,31.93,24.33,58.37,6.51,105.35,Soybean
24.7,26.44,22.64,26.0,43.17,5.36,47.92,Horse Gram
108.78,54.95,46.93,32.93,75.03,6.05,243.15,Rice
59.19,34.37,40.63,28.61,59.82,7.4,52.9,Black Gram
44.91,26.5,32.84,17.79,38.12,6.65,62.76,Chickpea
100.68,57.38,48.05,16.64,72.75,6.28,249.8,Rice
111.97,63.51,64.41,25.84,77.09,4.79,250.69,Tea
29.4,26.88,26.08,28.93,62.74,7.09,78.63,Green Gram
69.5,45.09,29.5,25.21,75.28,6.33,83.49,Maize
25.49,24.72,27.55,29.45,62.22,7.27,77.9,Groundnut
29.3,25.95,37.14,32.37,56.39,6.11,65.22,Sesame
58.39,25.66,33.53,24.84,51.3,7.33,62.97,Sunflower
48.91,25.39,25.34,35.02,57.54,7.02,53.07,Groundnut
94.12,54.65,56.61,19.92,67.64,6.66,84.7,Cabbage
111.9,44.07,98.57,33.02,86.29,7.14,272.48,Coconut
30.73,28.14,34.3,30.76,58.54,6.95,102.67,Green Gram
55.82,38.54,28.27,31.49,65.86,6.89,118.48,Kodo Millet
48.98,24.16,28.83,31.63,44.12,6.18,43.3,Pearl Millet
129.14,52.14,38.76,30.7,81.16,6.08,194.94,Rice
81.87,46.67,57.82,15.63,64.44,6.16,51.86,Garlic
66.49,71.07,48.59,26.9,65.94,6.45,71.82,Chilli
44.51,30.91,29.49,32.86,60.33,7.01,93.2,Green Gram
50.01,35.75,34.19,21.34,48.55,6.6,54.92,Lentil
94.06,46.61,44.82,26.87,78.28,6.14,245.69,Rice
44.96,36.31,25.4,19.33,47.93,6.62,72.99,Linseed
63.79,56.27,42.14,24.5,73.53,5.11,253.38,Coffee
36.18,24.67,27.89,22.83,57.62,6.49,90.58,Field Bean
38.8,34.88,25.22,25.04,59.54,6.5,70.55,Field Bean
94.71,63.4,109.12,28.07,60.55,6.47,104.36,Papaya
70.5,29.39,66.62,16.39,60.89,6.65,52.42,Carrot
41.93,19.34,26.95,23.6,50.7,6.46,94.77,Field Bean
101.11,48.62,69.66,21.58,71.08,6.38,74.84,Cauliflower
41.4,26.05,29.03,27.47,39.77,7.63,47.49,Safflower
84.55,36.73,68.9,30.27,68.98,6.12,70.61,Pomegranate
65.83,24.87,64.17,29.83,71.83,7.36,65.7,Pumpkin
89.45,42.76,97.94,26.16,66.64,6.71,76.38,Grapes
44.96,28.03,24.8,28.95,46.41,6.8,71.77,Green Gram
114.18,56.31,58.39,27.08,56.57,7.07,86.39,Chilli
85.21,63.92,109.61,36.18,81.32,6.38,169.64,Orange
12.16,27.43,18.59,21.31,54.78,7.01,55.22,Chickpea
34.34,21.23,31.36,30.04,53.81,6.1,59.81,Cowpea
112.51,70.12,125.2,30.49,74.24,6.58,180.43,Banana
97.13,45.13,55.32,26.03,76.02,5.05,241.99,Tea
73.76,52.55,61.98,22.58,66.82,6.65,53.65,Onion
61.63,29.36,63.52,23.41,66.96,6.59,54.25,Carrot
87.73,64.98,51.86,29.82,60.6,5.84,54.0,Chilli
89.15,39.46,37.15,14.09,60.28,6.51,68.51,Wheat
38.5,25.84,27.91,28.69,48.32,6.35,90.67,Sesame
42.72,33.66,23.69,29.5,63.42,6.66,66.63,Red Gram
44.1,32.49,28.86,32.15,50.86,7.27,90.31,Sesame
56.13,48.25,64.18,18.67,82.82,6.14,255.96,Coffee
36.88,29.63,21.65,29.88,43.41,6.59,101.1,Horse Gram
48.51,37.76,33.21,30.54,62.15,6.36,114.47,Red Gram
60.61,25.25,29.63,33.23,52.47,7.4,66.91,Kodo Millet
90.41,52.17,110.12,29.24,68.49,5.81,225.52,Coconut
95.75,54.27,73.22,21.74,57.75,6.66,143.51,Orange
53.28,24.52,24.75,23.92,65.77,7.48,146.21,Finger Millet
49.83,27.7,56.59,34.36,71.4,6.26,81.04,Pumpkin
87.22,44.75,32.35,18.73,61.94,7.51,55.64,Barley
95.49,39.99,27.75,21.14,51.17,7.26,56.38,Wheat
75.28,35.83,67.95,23.79,63.04,6.37,58.2,Carrot
38.7,31.79,40.98,23.68,63.37,7.21,87.89,Soybean
31.5,30.3,29.1,34.91,37.18,6.9,40.16,Pearl Millet
45.0,24.49,23.03,25.59,42.63,7.05,81.27,Foxtail Millet
97.48,56.62,58.09,28.27,59.79,6.77,55.3,Chilli
110.69,66.3,96.71,28.59,81.25,4.86,253.56,Rubber
40.75,35.0,33.34,19.77,47.63,7.44,58.22,Linseed
83.85,33.84,28.61,17.87,55.89,6.6,62.02,Barley
58.2,31.32,44.01,23.28,52.75,6.64,61.65,Sunflower
32.96,31.96,20.11,20.97,45.79,6.91,56.95,Horse Gram
49.41,19.18,24.69,23.96,41.55,7.78,55.49,Chickpea
37.39,35.21,38.68,24.48,49.37,5.99,85.95,Kodo Millet
78.98,34.21,43.97,20.65,56.73,6.65,47.05,Carrot
65.7,32.92,21.45,16.92,56.41,6.36,45.74,Mustard
93.56,42.05,75.56,23.24,71.7,6.45,155.73,Pineapple
109.44,51.41,104.34,33.53,68.47,6.92,76.59,Grapes
22.01,40.82,28.93,28.82,46.0,6.54,74.2,Field Bean
66.87,31.75,21.07,36.09,63.08,7.35,56.08,Pearl Millet
67.7,46.33,61.52,14.99,56.02,6.62,58.63,Garlic
79.21,55.42,63.67,16.05,72.91,6.69,65.53,Cabbage
43.19,25.2,24.04,25.12,47.25,7.53,41.93,Chickpea
48.01,25.93,23.43,24.98,50.14,6.69,120.33,Little Millet
106.03,51.3,84.29,30.79,85.09,5.95,284.59,Rubber
56.24,30.67,28.87,27.39,61.26,5.83,102.27,Finger Millet
85.37,49.62,86.79,28.62,79.07,5.53,167.88,Litchi
22.87,23.45,27.85,25.17,47.24,5.8,71.25,Horse Gram
30.71,35.93,24.06,25.69,59.33,6.37,62.97,Niger Seed
45.35,34.94,32.93,32.41,49.26,6.95,76.2,Groundnut
54.8,22.51,29.57,29.37,58.14,6.79,47.85,Castor
69.14,49.44,33.06,14.91,56.4,7.08,50.83,Barley
77.43,15.61,31.29,24.85,56.33,6.72,65.26,Sorghum
47.73,22.6,31.1,30.12,52.89,6.7,89.14,Green Gram
78.83,36.87,68.84,28.48,72.75,5.5,183.02,Litchi
82.56,46.73,39.61,21.8,61.15,6.85,53.75,Onion
40.63,40.0,36.71,27.6,70.6,6.19,43.53,Sunflower
91.9,52.37,73.29,24.46,90.21,5.34,154.62,Coffee
33.99,26.8,30.02,24.1,44.76,6.92,44.93,Chickpea
37.75,29.56,26.73,26.85,55.24,5.75,97.46,Cowpea
53.13,33.26,27.13,28.39,63.03,7.32,89.56,Foxtail Millet
97.62,42.41,103.76,26.62,70.32,6.33,69.31,Grapes
87.22,53.1,50.06,25.53,82.35,6.08,174.74,Rice
56.83,27.18,33.74,27.44,52.28,6.15,77.24,Finger Millet
104.86,77.7,69.44,24.67,74.15,6.88,67.94,Tomato
99.41,45.37,106.67,29.84,74.56,7.09,249.71,Coconut
61.84,50.82,73.61,24.14,59.48,6.62,81.16,Pomegranate
53.87,39.54,29.97,30.43,80.07,7.15,116.26,Black Gram
55.97,32.11,40.66,34.06,67.16,5.98,64.13,Sorghum
41.55,30.07,31.6,25.33,64.72,6.9,72.86,Foxtail Millet
105.16,61.53,107.37,18.17,66.91,5.54,64.78,Potato
62.12,24.27,28.53,39.03,53.27,7.21,62.19,Pearl Millet
25.74,26.37,34.26,22.8,54.25,6.28,46.1,Cowpea
93.92,56.7,101.47,19.33,66.75,6.55,82.74,Orange
32.9,27.7,23.67,20.63,50.88,6.28,46.96,Lentil
110.05,56.07,106.21,28.16,62.9,6.88,109.79,Grapes
91.74,42.51,105.16,20.5,59.73,6.16,165.18,Guava
94.08,42.35,30.94,23.99,70.03,6.4,86.72,Maize
57.15,37.21,78.03,24.9,76.5,7.36,75.33,Bottle Gourd
67.72,33.67,87.3,21.74,57.97,6.62,58.16,Pomegranate
28.97,25.59,27.42,32.41,54.81,6.86,107.36,Red Gram
47.15,29.07,31.32,34.27,53.92,7.07,58.13,Sorghum
102.91,44.14,24.0,21.33,59.09,6.71,92.03,Wheat
109.32,48.53,50.42,25.02,75.46,6.22,233.94,Rice
112.17,68.28,78.27,28.17,65.53,7.32,115.04,Mango
81.34,42.69,86.8,24.05,76.57,5.62,240.4,Litchi
93.01,51.0,45.83,28.61,64.31,6.32,96.22,Tomato
70.11,32.4,77.51,27.96,67.62,6.45,235.0,Litchi
26.3,33.78,32.74,31.43,57.37,6.2,71.18,Sesame
52.89,23.76,30.88,22.25,57.95,5.73,95.48,Finger Millet
47.45,29.72,42.32,20.71,61.05,6.4,59.11,Carrot
28.69,31.25,25.55,31.01,51.36,7.38,86.97,Sesame
48.55,31.82,36.43,25.62,48.95,7.02,93.96,Red Gram
46.83,18.24,26.05,24.58,38.45,7.59,54.9,Chickpea
42.11,28.75,34.99,30.43,57.38,7.59,57.85,Sesame
88.17,43.35,83.21,10.68,63.19,6.11,109.38,Apple
49.24,20.47,64.18,28.85,74.79,6.78,89.18,Bottle Gourd
67.5,51.39,66.89,24.1,61.67,7.41,64.73,Chilli
81.63,43.36,29.07,27.61,55.68,6.82,37.54,Barley
37.07,35.56,27.05,12.23,54.56,6.44,52.99,Radish
99.43,70.96,109.53,25.95,75.3,6.37,145.86,Papaya
69.24,26.75,56.54,20.37,66.05,6.45,50.81,Garlic
11.37,25.25,33.48,17.46,53.53,6.84,64.47,Lentil
90.59,57.92,115.93,24.82,57.49,6.42,59.15,Grapes
115.12,50.98,64.41,21.77,65.97,6.52,59.88,Cauliflower
82.22,45.97,53.19,21.67,73.46,6.03,55.06,Cauliflower
27.28,30.93,40.13,15.65,51.73,6.6,84.58,Rajma
83.25,59.76,44.92,28.86,74.43,6.32,158.39,Rice
69.18,39.93,76.6,34.39,56.38,6.63,80.25,Pomegranate
68.96,47.94,90.04,24.2,56.39,5.66,81.28,Pomegranate
29.1,29.57,28.94,16.68,51.48,6.37,64.5,Peas
69.5,30.62,31.96,18.39,55.94,6.19,34.1,Radish
45.41,28.86,23.82,26.72,45.11,5.76,84.1,Kodo Millet
102.96,62.7,77.09,33.0,63.55,6.61,67.71,Chilli
93.76,49.11,83.21,26.01,76.64,6.17,208.9,Arecanut
163.81,63.69,103.21,30.99,89.27,7.12,125.98,Banana
44.82,17.67,34.89,34.02,69.41,6.7,91.84,Black Gram
25.28,27.79,18.8,29.19,49.67,6.31,127.73,Red Gram
91.6,50.58,109.11,21.47,66.56,7.15,138.46,Orange
112.62,59.53,54.95,23.35,100.0,5.13,194.42,Tea
73.94,40.91,36.97,25.1,76.83,6.21,61.51,Cucumber
29.47,18.04,28.93,24.56,63.7,6.26,74.59,Field Bean
108.39,55.66,87.12,23.66,54.3,6.87,57.41,Grapes
65.08,54.96,62.42,20.45,56.96,6.38,45.23,Garlic
55.85,28.82,28.23,20.67,63.2,7.11,56.78,Radish
101.14,54.24,77.1,27.89,60.97,6.59,83.5,Grapes
26.74,30.31,15.33,23.85,66.83,7.08,81.87,Niger Seed
49.1,40.07,32.58,23.88,74.68,5.86,126.73,Finger Millet
97.06,56.06,78.78,29.49,88.97,5.75,251.26,Rubber
38.18,34.74,35.63,26.68,68.98,6.14,119.9,Niger Seed
74.57,41.28,82.88,27.1,60.5,5.7,90.4,Pomegranate
41.77,31.06,43.11,21.57,43.19,6.61,54.5,Lentil
