crop,leaf_color,spot_color,spot_size,leaf_curl,powder,stem,temperature,humidity,disease
Grapes,Green,White,Small,No,Yes,Healthy,30.5,52.0,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Rotten,21.2,38.0,Powdery Mildew
Grapes,Black,White,Small,Yes,Yes,Cracked,24.7,62.6,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,31.5,35.8,Powdery Mildew
Grapes,Green,Black,Small,No,Yes,Healthy,26.7,37.2,Powdery Mildew
Grapes,Green,None,Large,No,Yes,Healthy,25.7,68.8,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,29.5,93.2,Powdery Mildew
Grapes,Green,White,Medium,No,No,Healthy,29.3,38.8,Powdery Mildew
Grapes,Black,White,Large,No,Yes,Healthy,25.9,48.3,Powdery Mildew
Grapes,White,White,Small,No,Yes,Healthy,27.6,46.2,Powdery Mildew
Grapes,Green,None,Small,No,Yes,Healthy,22.6,49.1,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,23.9,39.8,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,25.8,97.2,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Rotten,25.7,51.2,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,26.6,71.6,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Cracked,22.8,40.3,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,19.1,41.1,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,23.7,52.6,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,28.1,62.1,Powdery Mildew
Grapes,Green,None,Large,No,Yes,Healthy,29.3,53.3,Powdery Mildew
Grapes,Black,White,Small,No,Yes,Healthy,23.3,53.3,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,20.6,67.8,Powdery Mildew
Grapes,Green,White,Medium,No,Yes,Healthy,30.9,64.6,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,26.0,42.2,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,28.0,34.1,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,28.2,69.0,Powdery Mildew
Grapes,Green,White,Small,No,No,Healthy,19.1,61.0,Powdery Mildew
Grapes,Green,White,Medium,No,Yes,Rotten,23.6,70.6,Powdery Mildew
Grapes,Black,White,Small,No,Yes,Healthy,23.5,74.0,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,27.6,46.3,Powdery Mildew
Grapes,White,Black,None,No,Yes,Healthy,21.2,72.9,Powdery Mildew
Grapes,White,White,Small,No,Yes,Healthy,22.3,46.7,Powdery Mildew
Grapes,Green,White,Large,No,Yes,Healthy,29.1,62.7,Powdery Mildew
Grapes,Brown,White,None,No,Yes,Healthy,19.0,59.8,Powdery Mildew
Grapes,Green,None,Small,No,Yes,Healthy,25.4,36.4,Powdery Mildew
Grapes,Black,White,Small,No,Yes,Healthy,19.1,68.8,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,22.5,50.4,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,31.0,49.6,Powdery Mildew
Grapes,Green,White,None,No,Yes,Healthy,25.1,61.7,Powdery Mildew
Grapes,Green,White,Large,No,Yes,Healthy,18.8,64.7,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,23.4,48.4,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,23.5,57.8,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,21.1,37.4,Powdery Mildew
Grapes,Green,White,None,No,Yes,Healthy,21.1,43.5,Powdery Mildew
Grapes,Green,White,Small,Yes,Yes,Healthy,29.8,52.3,Powdery Mildew
Grapes,Green,White,Small,Yes,Yes,Healthy,28.8,50.0,Powdery Mildew
Grapes,Green,Brown,Small,No,Yes,Healthy,27.0,73.7,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,22.2,67.1,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,20.4,36.6,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,24.2,50.3,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,25.1,51.8,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,31.2,41.2,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,26.7,53.7,Powdery Mildew
Grapes,Yellow,White,Small,No,Yes,Healthy,30.2,68.2,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,18.6,50.3,Powdery Mildew
Grapes,Green,White,Large,No,Yes,Healthy,22.6,69.3,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,20.2,60.1,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,21.9,63.8,Powdery Mildew
Grapes,Green,White,Medium,No,Yes,Rotten,30.8,66.6,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,23.5,42.6,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,30.5,59.1,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,24.3,42.2,Powdery Mildew
Grapes,Black,White,Small,No,Yes,Healthy,25.0,46.7,Powdery Mildew
Grapes,Green,White,Medium,No,Yes,Dry,19.5,67.4,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,21.7,68.1,Powdery Mildew
Grapes,Green,White,Medium,No,Yes,Healthy,20.3,56.1,Powdery Mildew
Grapes,Green,White,Medium,No,Yes,Healthy,23.8,50.6,Powdery Mildew
Grapes,Green,White,Small,No,No,Healthy,29.6,41.3,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,27.8,53.9,Powdery Mildew
Grapes,Green,White,Small,No,Yes,Healthy,30.5,44.6,Powdery Mildew
Chilli,Yellow,None,None,Yes,No,Healthy,31.9,40.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,29.1,50.0,Leaf Curl
Chilli,Yellow,None,Large,Yes,No,Healthy,30.0,51.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.7,66.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,34.3,69.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,35.5,54.6,Leaf Curl
Chilli,Yellow,Brown,None,Yes,No,Healthy,28.8,61.8,Leaf Curl
Chilli,Green,None,None,Yes,No,Healthy,39.8,50.1,Leaf Curl
Chilli,Green,None,None,Yes,No,Healthy,24.2,40.1,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,30.8,51.9,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,29.1,68.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,29.0,63.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,24.1,63.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,37.6,51.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Cracked,33.9,46.7,Leaf Curl
Chilli,Black,None,None,Yes,No,Cracked,34.8,99.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.6,69.3,Leaf Curl
Chilli,White,None,None,Yes,No,Healthy,23.4,58.8,Leaf Curl
Chilli,Black,None,Small,Yes,No,Healthy,25.1,55.1,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,33.9,53.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.3,60.9,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,23.4,68.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,35.6,43.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.6,73.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,30.8,22.0,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,26.2,51.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.4,64.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,34.9,60.9,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,24.9,62.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.5,59.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Cracked,37.5,56.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,32.8,65.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,35.7,69.0,Leaf Curl
Chilli,Black,None,None,Yes,No,Healthy,28.2,59.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,31.7,60.9,Leaf Curl
Chilli,Yellow,None,Large,Yes,No,Healthy,33.2,42.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.2,50.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.5,46.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,36.7,66.7,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,26.5,46.3,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,38.7,61.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.1,36.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,35.6,51.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,28.7,63.4,Leaf Curl
Chilli,Black,None,None,Yes,No,Healthy,28.2,49.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,31.2,47.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,24.0,66.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,37.2,72.6,Leaf Curl
Chilli,Black,None,None,Yes,No,Cracked,33.1,72.6,Leaf Curl
Chilli,Yellow,None,Large,Yes,No,Healthy,24.9,68.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.1,61.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,30.5,57.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,38.8,44.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,27.4,44.0,Leaf Curl
Chilli,Yellow,None,None,No,No,Rotten,32.8,65.9,Leaf Curl
Chilli,Black,None,None,Yes,No,Healthy,29.6,69.0,Leaf Curl
Chilli,Green,None,None,Yes,No,Healthy,32.1,72.5,Leaf Curl
Chilli,Yellow,White,None,Yes,No,Healthy,34.4,42.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.0,61.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,38.3,58.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,33.3,44.2,Leaf Curl
Chilli,Green,None,None,Yes,No,Healthy,33.1,36.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,38.2,52.1,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,38.1,79.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,31.2,62.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,35.7,55.8,Leaf Curl
Chilli,Yellow,Black,Small,Yes,No,Healthy,38.8,51.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Cracked,23.7,35.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,34.8,54.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,27.5,62.6,Leaf Curl
Chilli,Green,None,None,Yes,No,Healthy,29.9,46.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,38.4,43.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,34.6,63.5,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,38.0,48.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,38.6,63.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,29.2,49.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,33.9,69.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.5,43.4,Leaf Curl
Chilli,Yellow,None,Medium,Yes,No,Healthy,39.0,64.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,29.5,62.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.2,36.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.0,41.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,26.3,60.7,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,23.3,73.1,Leaf Curl
Chilli,Black,None,None,Yes,No,Healthy,25.1,55.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,22.3,48.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.9,50.2,Leaf Curl
Chilli,Black,Black,None,Yes,No,Healthy,26.3,36.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.4,47.9,Leaf Curl
Chilli,Yellow,Brown,None,Yes,No,Healthy,24.6,70.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.5,60.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,37.3,42.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.0,63.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.7,57.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.6,67.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.4,49.4,Leaf Curl
Chilli,Black,Yellow,None,Yes,No,Healthy,30.6,64.8,Leaf Curl
Chilli,Yellow,None,Small,Yes,No,Healthy,36.8,36.4,Leaf Curl
Chilli,Black,None,Medium,Yes,No,Healthy,23.2,97.9,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,16.9,56.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,24.3,71.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,31.3,36.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,34.6,70.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,28.3,68.0,Leaf Curl
Chilli,White,Brown,None,Yes,No,Healthy,34.2,36.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.5,57.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.2,54.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.4,50.2,Leaf Curl
Chilli,Brown,None,None,Yes,No,Dry,26.9,45.5,Leaf Curl
Chilli,Green,None,None,Yes,No,Healthy,33.9,37.8,Leaf Curl
Chilli,Brown,None,None,No,No,Cracked,32.3,67.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,33.8,66.8,Leaf Curl
Chilli,Yellow,None,Large,Yes,No,Healthy,35.4,61.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.1,68.5,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Dry,29.4,47.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.7,69.2,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,30.3,58.2,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,30.0,39.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,34.3,52.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Dry,25.9,48.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,28.1,38.2,Leaf Curl
Chilli,Black,None,None,Yes,No,Healthy,32.4,52.9,Leaf Curl
Chilli,Yellow,None,Large,Yes,No,Healthy,30.2,61.3,Leaf Curl
Chilli,Yellow,None,Medium,No,No,Healthy,39.0,54.2,Leaf Curl
Chilli,White,None,None,Yes,No,Healthy,37.7,70.0,Leaf Curl
Chilli,Yellow,None,Medium,Yes,No,Healthy,38.0,55.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,34.6,41.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.4,69.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.9,48.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.4,64.3,Leaf Curl
Chilli,Yellow,None,Medium,Yes,No,Healthy,23.3,36.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.5,52.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.0,62.5,Leaf Curl
Chilli,Yellow,Brown,None,Yes,No,Healthy,29.4,64.2,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Cracked,23.1,61.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,31.8,68.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,38.8,67.1,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,30.5,63.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,37.6,54.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,38.2,36.5,Leaf Curl
Chilli,Yellow,Brown,None,Yes,No,Healthy,28.5,49.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,33.1,51.3,Leaf Curl
Chilli,Green,None,None,Yes,Yes,Healthy,25.2,56.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,35.7,61.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,34.8,36.8,Leaf Curl
Chilli,Yellow,None,Medium,Yes,No,Healthy,24.5,53.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,38.2,56.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.4,62.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,36.7,66.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,38.8,38.9,Leaf Curl
Chilli,Black,None,Medium,Yes,No,Healthy,30.7,36.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.6,58.4,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,28.6,60.2,Leaf Curl
Chilli,Yellow,White,None,Yes,No,Rotten,31.8,46.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.8,42.0,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,32.2,44.5,Leaf Curl
Chilli,Yellow,Brown,None,Yes,No,Healthy,24.4,43.6,Leaf Curl
Chilli,Yellow,None,Large,Yes,No,Healthy,32.3,47.5,Leaf Curl
Chilli,Yellow,Brown,None,Yes,No,Healthy,36.6,66.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Cracked,27.1,48.8,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,29.9,63.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,31.2,54.3,Leaf Curl
Chilli,Yellow,None,Small,Yes,No,Healthy,39.5,71.7,Leaf Curl
Chilli,Black,None,None,Yes,No,Healthy,27.8,46.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,33.5,66.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.6,41.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,33.4,67.6,Leaf Curl
Chilli,White,None,None,Yes,No,Healthy,37.0,53.5,Leaf Curl
Chilli,Yellow,None,Large,Yes,No,Healthy,23.6,61.9,Leaf Curl
Chilli,Black,None,None,Yes,No,Dry,28.1,50.2,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,39.8,54.2,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,29.5,40.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Cracked,28.0,62.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,37.7,73.5,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,26.1,36.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.9,63.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,33.9,43.0,Leaf Curl
Chilli,Yellow,None,Medium,Yes,No,Healthy,37.7,59.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,24.5,43.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,29.8,66.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,32.0,43.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,29.5,54.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,26.7,38.6,Leaf Curl
Chilli,Brown,Brown,None,Yes,No,Healthy,27.5,36.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,30.6,57.8,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,34.5,59.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,35.3,59.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,27.7,63.8,Leaf Curl
Chilli,Yellow,White,None,Yes,No,Healthy,24.0,47.9,Leaf Curl
Chilli,Yellow,Yellow,None,Yes,No,Healthy,26.9,51.6,Leaf Curl
Chilli,Yellow,Yellow,None,Yes,Yes,Healthy,16.1,53.8,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,38.8,74.5,Leaf Curl
Chilli,Black,None,Small,Yes,No,Healthy,29.9,51.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.1,35.9,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,29.9,49.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.4,60.8,Leaf Curl
Chilli,Yellow,None,Small,Yes,No,Dry,26.0,56.2,Leaf Curl
Chilli,Yellow,None,Small,Yes,No,Healthy,23.5,60.2,Leaf Curl
Chilli,Black,None,None,Yes,No,Healthy,18.7,66.9,Leaf Curl
Chilli,Yellow,Yellow,None,Yes,No,Healthy,30.1,68.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,28.6,72.1,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,30.0,67.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,32.1,38.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,33.8,52.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,32.2,64.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,31.7,59.0,Leaf Curl
Chilli,Green,None,None,Yes,No,Dry,39.3,52.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.4,53.2,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,35.5,36.2,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,30.1,51.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,27.1,35.5,Leaf Curl
Chilli,Yellow,Brown,None,Yes,Yes,Healthy,25.2,36.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,27.2,69.8,Leaf Curl
Chilli,Brown,None,None,Yes,Yes,Healthy,26.2,59.8,Leaf Curl
Chilli,Yellow,Yellow,None,Yes,No,Healthy,38.1,47.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,33.2,74.6,Leaf Curl
Chilli,Yellow,None,Small,Yes,No,Healthy,26.2,87.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,37.5,57.4,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,34.7,36.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,30.6,72.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.3,54.4,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,27.9,58.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,36.5,58.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.1,42.6,Leaf Curl
Chilli,Yellow,White,None,Yes,No,Healthy,33.7,71.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,34.8,44.1,Leaf Curl
Chilli,Yellow,None,None,No,No,Dry,23.2,35.7,Leaf Curl
Chilli,Yellow,Yellow,None,Yes,No,Rotten,24.2,64.3,Leaf Curl
Chilli,Yellow,Black,Large,Yes,No,Healthy,24.7,54.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,24.1,53.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,24.1,41.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,35.5,65.4,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,23.4,44.3,Leaf Curl
Chilli,Yellow,Brown,None,Yes,No,Dry,37.1,36.3,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.8,65.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,14.9,68.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,36.7,66.3,Leaf Curl
Chilli,Yellow,White,Small,Yes,No,Dry,23.9,68.4,Leaf Curl
Chilli,Yellow,Yellow,None,No,No,Healthy,32.4,73.5,Leaf Curl
Chilli,Yellow,None,Large,No,No,Healthy,31.5,47.3,Leaf Curl
Chilli,Black,White,Medium,Yes,No,Cracked,24.9,51.3,Leaf Curl
Chilli,White,None,None,Yes,Yes,Healthy,26.5,81.2,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,31.0,44.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,30.8,71.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,24.5,59.9,Leaf Curl
Chilli,Black,None,None,Yes,No,Healthy,34.5,36.2,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,39.0,63.9,Leaf Curl
Chilli,Brown,None,None,Yes,No,Healthy,24.3,39.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,28.0,50.8,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,24.5,63.6,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,31.9,45.8,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,33.7,65.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,32.1,64.6,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,28.2,54.3,Leaf Curl
Chilli,Yellow,Brown,None,Yes,No,Healthy,28.3,45.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Dry,36.0,68.3,Leaf Curl
Chilli,Yellow,None,Large,Yes,No,Healthy,27.5,74.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,30.0,42.4,Leaf Curl
Chilli,Yellow,None,None,Yes,Yes,Healthy,30.7,21.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,28.3,53.4,Leaf Curl
Chilli,Yellow,Black,None,Yes,No,Healthy,29.0,46.7,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,25.1,69.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,36.7,39.3,Leaf Curl
Chilli,Yellow,None,Medium,Yes,No,Healthy,34.2,70.1,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Rotten,34.4,40.8,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,37.0,59.0,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,23.5,66.8,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,33.5,50.7,Leaf Curl
Chilli,Yellow,None,None,No,No,Healthy,28.4,33.5,Leaf Curl
Chilli,Yellow,None,None,Yes,No,Healthy,32.2,61.6,Leaf Curl
